订单编号,订单状态,下单时间,发货时间,支付方式,商品型号,商品编码,商品件数,商品金额,优惠金额,实付金额,收货人姓名,收货人地址
81417556235901,已完成,2021-01-21 02:08:33,2021-01-23 07:18:42,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,吴金凤,贵州省桂英市和平程街j座 675174
81417556234834,已完成,2021-01-25 06:14:48,2021-01-26 14:50:06,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,白畅,新疆维吾尔自治区洁市魏都戴路w座 414202
81417556230684,已完成,2021-01-21 07:55:59,2021-01-27 06:17:30,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,马峰,北京市西安市城东南京路E座 943924
81417556236676,已关闭,2021-01-21 13:40:30,2021-01-27 01:35:29,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,陈宁,湖南省芳市淄川柴街S座 512181
81417556233296,已完成,2021-01-25 02:37:39,2021-02-01 21:47:40,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,林宁,西藏自治区郑州市吉区南宁街i座 470619
81417556231044,已完成,2021-01-24 22:27:16,2021-01-29 08:12:56,借记卡,哇鸥乐意优享礼盒,2101,1,445,40,405,陈超,西藏自治区银川市南湖合山路Y座 331646
81417556234114,已完成,2021-01-24 02:56:26,2021-02-01 23:14:09,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,王红,湖南省梧州县大兴巢湖路J座 217490
81417556231411,已关闭,2021-01-22 17:28:07,2021-02-01 14:25:25,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,高莉,贵州省华县友好萧路Z座 765915
81417556239764,已关闭,2021-01-21 23:24:40,2021-01-25 10:49:02,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,张桂花,澳门特别行政区西安市南湖柳州街J座 604433
81417556235909,已关闭,2021-01-29 22:25:26,2021-01-31 02:30:09,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,孙玉英,北京市俊市闵行嘉禾街z座 720610
81417556236381,已关闭,2021-01-22 22:49:45,2021-02-01 06:41:15,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,刘亮,山西省福州市平山吴街N座 834107
81417556235499,已完成,2021-01-25 16:26:23,2021-01-30 05:27:38,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,朱辉,新疆维吾尔自治区南宁县东城邬街l座 434367
81417556234122,已关闭,2021-01-22 21:50:01,2021-01-30 06:43:52,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,谭平,台湾省张家港县房山拉萨路I座 272439
81417556239972,已关闭,2021-01-26 15:54:49,2021-01-27 07:24:08,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,刘建,西藏自治区小红市梁平张路D座 598476
81417556236640,已完成,2021-01-21 23:31:35,2021-01-26 09:43:16,借记卡,哇鸥乐意优享礼盒,2101,4,1780,40,1740,储玉珍,安徽省洁市金平巢湖街O座 449931
81417556232402,已关闭,2021-01-28 20:34:08,2021-01-30 13:11:25,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,钟健,北京市合山市沈河南宁街g座 851964
81417556230480,已关闭,2021-01-23 15:21:38,2021-01-28 15:03:08,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,张瑜,福建省凤兰市花溪张街W座 768195
81417556230813,已关闭,2021-01-21 17:42:02,2021-01-23 12:54:19,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,高志强,北京市郑州县沙湾北镇街V座 657515
81417556233326,已完成,2021-01-30 01:40:44,2021-02-01 16:41:01,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,耿秀荣,重庆市秀芳市兴山梁路U座 947872
81417556238078,已完成,2021-01-29 04:56:51,2021-01-30 01:44:17,借记卡,哇鸥心意优享礼盒,2102,7,4669,0,4669,陈璐,辽宁省帆县西夏赖街W座 413916
81417556239988,已关闭,2021-01-26 07:04:51,2021-01-26 22:18:46,借记卡,哇鸥心意优享礼盒,2102,5,3335,20,3315,张建平,安徽省沈阳县海港许街q座 171826
81417556230945,已关闭,2021-01-27 13:25:56,2021-01-29 19:45:45,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,董建华,四川省太原县房山郑州街g座 966113
81417556233448,已关闭,2021-01-22 15:35:35,2021-01-27 21:47:26,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,曾桂芳,山东省超县清河福州街o座 971515
81417556237220,已完成,2021-01-23 19:48:10,2021-01-27 21:01:17,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,王宁,贵州省英市萧山景街A座 191021
81417556239729,已完成,2021-01-23 05:37:11,2021-01-26 07:47:41,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,王秀梅,青海省成市翔安谷街u座 983435
81417556233959,已完成,2021-01-22 04:23:17,2021-01-28 23:32:24,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,马刚,内蒙古自治区帅县黄浦李街K座 337514
81417556232314,已关闭,2021-01-25 22:49:18,2021-01-28 00:33:18,借记卡,哇鸥乐意优享礼盒,2101,3,1335,40,1295,阎冬梅,香港特别行政区长沙县兴山永安街A座 959543
81417556236117,已完成,2021-01-27 20:12:33,2021-01-30 07:21:30,借记卡,哇鸥乐意优享礼盒,2101,3,1335,20,1315,王柳,湖北省伟县锡山天津路z座 658704
81417556237200,已完成,2021-01-25 09:05:20,2021-01-29 13:52:03,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,周雪,安徽省重庆市和平冯路y座 487565
81417556235799,已关闭,2021-01-28 04:49:36,2021-01-31 02:05:36,借记卡,哇鸥乐意优享礼盒,2101,5,2225,30,2195,陈倩,安徽省红市吉区合山街P座 852691
81417556232206,已关闭,2021-01-25 19:44:19,2021-01-26 15:07:13,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,陈海燕,湖南省杭州市沈北新李路L座 245685
81417556235292,已完成,2021-01-26 08:19:50,2021-01-31 11:50:54,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,赫涛,贵州省金凤市和平汤街l座 953146
81417556238487,已关闭,2021-01-21 09:18:07,2021-01-30 09:01:25,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,刘志强,重庆市辛集市浔阳贵阳路X座 598493
81417556238575,已完成,2021-01-25 16:37:02,2021-01-30 16:51:45,借记卡,哇鸥顺意优享礼盒,2110,7,7826,20,7806,张洁,上海市红霞县上街庄街b座 812927
81417556239925,已完成,2021-01-23 22:11:05,2021-01-29 19:25:24,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,纪淑珍,湖北省兰英县大东兴安盟街u座 409581
81417556233255,已完成,2021-01-28 06:08:28,2021-02-01 15:07:38,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,曾艳,海南省贵阳市清浦西安街V座 861993
81417556233097,已关闭,2021-01-22 03:15:33,2021-01-26 10:24:57,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,徐燕,海南省利市华龙宁德街q座 777266
81417556233187,已完成,2021-01-26 11:03:58,2021-01-31 04:50:17,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,张丽娟,天津市齐齐哈尔市海港李街x座 361770
81417556235940,已关闭,2021-01-22 08:24:23,2021-01-28 01:38:59,借记卡,哇鸥顺意优享礼盒,2110,5,5590,30,5560,彭俊,上海市秀华市兴山武汉路w座 670935
81417556233578,已完成,2021-01-25 14:46:12,2021-01-30 23:04:02,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,杨莉,香港特别行政区博市锡山张路y座 196291
81417556236387,已完成,2021-01-24 02:24:35,2021-01-28 00:55:31,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,向刚,云南省飞县西峰郑州路G座 897798
81417556236334,已关闭,2021-01-23 15:09:06,2021-01-26 16:00:10,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,黄超,台湾省拉萨县蓟州王街w座 427055
81417556239602,已完成,2021-01-24 07:18:57,2021-01-27 10:32:41,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,张春梅,湖南省兰州县浔阳曹路N座 326676
81417556237768,已完成,2021-01-25 20:15:09,2021-01-30 05:05:28,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,孙荣,吉林省秀荣市孝南阜新路u座 362386
81417556234186,已关闭,2021-01-25 13:39:50,2021-01-27 23:25:53,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,张娜,四川省晶县长寿刘路e座 593378
81417556237243,已关闭,2021-01-22 12:56:55,2021-01-29 09:38:46,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,刘艳,河北省杭州县友好曾路u座 281991
81417556237253,已完成,2021-01-25 17:58:32,2021-01-26 00:46:32,借记卡,哇鸥乐意优享礼盒,2101,3,1335,30,1305,黄海燕,甘肃省郑州市沈北新万街j座 745185
81417556230427,已完成,2021-01-25 10:05:34,2021-01-26 23:23:31,借记卡,哇鸥心意优享礼盒,2102,7,4669,0,4669,吕平,内蒙古自治区荣市魏都台北街J座 740272
81417556233033,已完成,2021-01-28 19:44:19,2021-01-31 23:02:40,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,马淑兰,西藏自治区洋市六枝特汤街y座 111726
81417556230598,已完成,2021-01-22 17:26:58,2021-01-22 18:09:23,借记卡,哇鸥心意优享礼盒,2102,4,2668,20,2648,黄春梅,湖南省桂花县西夏六安街R座 924692
81417556234497,已关闭,2021-01-28 01:47:02,2021-02-01 02:21:06,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,林彬,陕西省上海县牧野海口路g座 713628
81417556235893,已完成,2021-01-28 12:05:59,2021-01-31 14:11:49,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,张凯,辽宁省杭州县海港方路u座 258662
81417556233599,已关闭,2021-01-24 13:25:43,2021-01-24 15:37:15,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,程芳,江苏省南京县沈北新刘街G座 842013
81417556232039,已关闭,2021-01-28 17:40:46,2021-01-31 09:28:29,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,黎玉珍,四川省合肥县沙市李路c座 353404
81417556233431,已完成,2021-01-30 19:36:57,2021-02-01 16:46:13,借记卡,哇鸥心意优享礼盒,2102,3,2001,30,1971,林秀兰,北京市呼和浩特市丰都胡路A座 925793
81417556234126,已完成,2021-01-24 12:15:50,2021-01-30 05:32:24,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,李玉珍,北京市桂芳县怀柔嘉禾路n座 944601
81417556238197,已完成,2021-01-25 08:23:35,2021-01-28 06:26:00,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,张秀英,重庆市辽阳市普陀李街e座 448783
81417556235210,已完成,2021-01-23 15:55:15,2021-01-29 11:01:12,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,杨璐,河北省俊县蓟州马鞍山路E座 237159
81417556236156,已关闭,2021-01-23 11:05:37,2021-01-31 20:35:12,借记卡,哇鸥乐意优享礼盒,2101,3,1335,40,1295,赵成,青海省艳县蓟州梧州路P座 723673
81417556238851,已关闭,2021-01-21 03:13:16,2021-01-23 10:21:00,借记卡,哇鸥顺意优享礼盒,2110,3,3354,40,3314,王杰,河北省重庆市锡山王路G座 903547
81417556233437,已关闭,2021-01-22 12:18:09,2021-01-23 23:28:49,借记卡,哇鸥乐意优享礼盒,2101,2,890,40,850,孙红梅,河北省银川市大东杭州路M座 655826
81417556236992,已完成,2021-01-25 23:08:00,2021-01-27 02:38:12,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,姜建平,广东省永安市城北文街u座 230796
81417556239277,已完成,2021-01-24 14:05:32,2021-01-29 21:45:26,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,盘桂芝,香港特别行政区福州市蓟州耿路w座 579343
81417556238875,已关闭,2021-01-27 05:07:22,2021-01-31 00:31:05,借记卡,哇鸥顺意优享礼盒,2110,6,6708,0,6708,曾倩,福建省梅县永川佛山路h座 731483
81417556231265,已完成,2021-01-23 08:14:13,2021-01-26 20:27:56,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,周宁,山西省杨县兴山兰州街e座 552684
81417556235318,已关闭,2021-01-21 17:31:06,2021-01-28 19:46:04,借记卡,哇鸥顺意优享礼盒,2110,2,2236,40,2196,朱梅,台湾省丹丹市海陵长沙街r座 807518
81417556236791,已关闭,2021-01-22 22:30:29,2021-01-23 09:18:58,借记卡,哇鸥乐意优享礼盒,2101,9,4005,0,4005,吴莹,江西省南宁市清城南宁路l座 274209
81417556239383,已完成,2021-01-26 12:52:13,2021-01-27 16:04:15,借记卡,哇鸥乐意优享礼盒,2101,5,2225,20,2205,刘东,湖南省合山县安次太原路d座 225485
81417556232143,已完成,2021-01-27 20:11:19,2021-01-28 00:01:27,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,陈慧,云南省斌市清河王路Y座 966582
81417556234474,已完成,2021-01-27 07:24:23,2021-01-31 21:07:57,借记卡,哇鸥顺意优享礼盒,2110,3,3354,30,3324,李晨,广西壮族自治区佛山市城北许路G座 601535
81417556235079,已关闭,2021-01-22 06:29:23,2021-01-29 04:38:26,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,孙玉英,西藏自治区琳市牧野郑州街b座 219932
81417556230511,已完成,2021-01-26 15:35:42,2021-01-30 13:31:36,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,熊淑英,四川省郑州市平山海口路r座 681139
81417556236746,已完成,2021-01-24 11:40:13,2021-01-30 09:27:10,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,刘静,天津市婷婷市牧野兴城街j座 714287
81417556230303,已完成,2021-01-29 17:07:28,2021-01-30 01:01:50,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,田刚,青海省冬梅市锡山李路N座 906546
81417556234731,已完成,2021-01-21 17:28:56,2021-01-28 21:21:21,借记卡,哇鸥心意优享礼盒,2102,1,667,40,627,王亮,广西壮族自治区想县蓟州高街q座 223613
81417556234530,已关闭,2021-01-24 20:37:42,2021-02-01 14:23:30,借记卡,哇鸥乐意优享礼盒,2101,4,1780,40,1740,杨俊,江西省合肥市西峰哈尔滨路w座 837705
81417556234725,已完成,2021-01-24 15:17:17,2021-01-31 01:04:49,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,吴瑞,海南省太原县徐汇彭街Z座 941703
81417556237434,已关闭,2021-01-23 08:33:24,2021-01-26 04:55:58,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,杨红梅,福建省小红市大东马路X座 933297
81417556234950,已关闭,2021-01-22 20:40:24,2021-01-26 13:19:29,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,高玉兰,香港特别行政区东县蓟州陈街l座 305662
81417556235857,已关闭,2021-01-28 09:51:58,2021-01-31 20:06:59,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,赖莹,新疆维吾尔自治区北镇市秀英天津街p座 486897
81417556234494,已完成,2021-01-21 07:21:02,2021-01-31 22:24:17,借记卡,哇鸥乐意优享礼盒,2101,4,1780,30,1750,江俊,浙江省桂英市南湖王街T座 826745
81417556237539,已关闭,2021-01-26 05:52:56,2021-01-26 08:34:47,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,刘宁,内蒙古自治区志强市和平彭街F座 540953
81417556230216,已完成,2021-01-23 09:58:18,2021-02-01 11:43:36,借记卡,哇鸥乐意优享礼盒,2101,6,2670,0,2670,朱荣,澳门特别行政区桂芝市和平邓街t座 627799
81417556233465,已关闭,2021-01-22 20:53:43,2021-01-23 07:58:44,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,林桂荣,福建省南昌市六枝特王路f座 127522
81417556235071,已关闭,2021-01-23 00:00:29,2021-01-23 06:37:28,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,秦红梅,甘肃省哈尔滨县海港何路f座 622020
81417556238039,已完成,2021-01-21 00:27:29,2021-01-31 14:25:35,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,谢鑫,福建省长沙县璧山谢路P座 483492
81417556235727,已完成,2021-01-22 04:26:13,2021-01-23 04:00:24,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,任丽华,香港特别行政区建军县南长张家港路d座 404424
81417556237975,已完成,2021-01-26 16:35:39,2021-01-31 13:03:52,借记卡,哇鸥顺意优享礼盒,2110,8,8944,30,8914,许佳,天津市荣市牧野辛集街h座 379471
81417556233711,已关闭,2021-01-25 18:15:53,2021-01-31 07:32:32,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,李丽娟,四川省兰州县房山吴路i座 478438
81417556237386,已完成,2021-01-24 23:11:26,2021-01-26 13:34:16,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,陈建军,吉林省兴安盟市城北宜都路Y座 110737
81417556233491,已完成,2021-01-22 09:02:56,2021-01-28 01:09:43,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,战旭,浙江省雪梅县西峰罗路Q座 731581
81417556235794,已完成,2021-01-27 21:09:52,2021-01-30 23:38:20,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,石璐,海南省桂荣县崇文六安街z座 639192
81417556232081,已关闭,2021-01-29 06:12:52,2021-01-29 08:05:27,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,李桂香,北京市龙县魏都北镇街B座 500506
81417556231003,已关闭,2021-01-23 19:26:25,2021-01-28 14:04:23,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,段荣,山东省玲县南溪窦街F座 585991
81417556230357,已完成,2021-01-25 07:35:35,2021-01-30 12:29:12,借记卡,哇鸥顺意优享礼盒,2110,2,2236,40,2196,金雷,黑龙江省西安市双滦李路o座 582438
81417556238198,已完成,2021-01-22 12:30:25,2021-02-01 04:06:55,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,田秀英,香港特别行政区柳州县锡山荆门路f座 334577
81417556239796,已关闭,2021-01-24 17:53:58,2021-01-29 03:39:44,借记卡,哇鸥顺意优享礼盒,2110,6,6708,0,6708,路平,内蒙古自治区柳州市孝南邹街C座 981909
81417556236380,已完成,2021-01-22 03:52:48,2021-02-01 14:09:14,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,周志强,四川省成都市锡山魏路f座 560150
81417556230746,已完成,2021-01-26 16:17:08,2021-01-30 22:59:44,借记卡,哇鸥心意优享礼盒,2102,7,4669,0,4669,白斌,陕西省嘉禾县高明梁街P座 975444
81417556233352,已关闭,2021-01-26 16:35:40,2021-01-31 12:45:12,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,万莹,西藏自治区邯郸县大兴黄路R座 970344
81417556237141,已完成,2021-01-27 07:28:39,2021-01-27 11:30:11,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,刘秀华,福建省杰市怀柔汕尾路U座 282038
81417556232421,已完成,2021-01-23 14:22:05,2021-01-24 22:03:40,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,周建军,西藏自治区郑州县翔安邯郸路c座 814351
81417556236153,已关闭,2021-01-28 06:10:49,2021-01-28 22:03:53,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,石凤英,湖北省霞市蓟州西宁街F座 585610
81417556238718,已关闭,2021-01-23 06:52:04,2021-01-24 19:05:42,借记卡,哇鸥乐意优享礼盒,2101,6,2670,0,2670,夏超,江苏省呼和浩特市清城邯郸街O座 357284
81417556231521,已完成,2021-01-23 14:12:34,2021-01-27 19:46:46,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,刘莉,山东省鑫市怀柔拉萨路C座 653670
81417556230629,已完成,2021-01-23 19:34:39,2021-01-29 22:33:13,借记卡,哇鸥乐意优享礼盒,2101,5,2225,0,2225,谭玲,云南省秀珍市六枝特荆门街A座 592975
81417556231068,已完成,2021-01-21 07:37:38,2021-01-27 09:02:48,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,毛婷,西藏自治区丽丽市六枝特洪路q座 919388
81417556233727,已关闭,2021-01-24 19:20:11,2021-01-28 04:15:03,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,苏建国,安徽省秀兰市双滦汕尾街w座 616628
81417556231434,已关闭,2021-01-21 21:35:24,2021-01-23 09:01:41,借记卡,哇鸥心意优享礼盒,2102,1,667,40,627,陈红霞,香港特别行政区荣市南湖周路I座 688518
81417556233049,已关闭,2021-01-23 22:04:43,2021-01-28 02:47:45,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,李玉英,福建省荆门市花溪滕街F座 468176
81417556239580,已关闭,2021-01-28 06:12:19,2021-01-29 19:32:47,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,黄飞,四川省桂芝市孝南兴安盟街r座 486030
81417556233557,已关闭,2021-01-23 10:22:32,2021-01-29 16:38:30,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,周凤英,海南省呼和浩特县白云钱街o座 806947
81417556230579,已关闭,2021-01-22 01:14:51,2021-02-01 22:46:24,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,赵红梅,台湾省春梅县浔阳石家庄街m座 303188
81417556237631,已完成,2021-01-22 19:53:07,2021-01-26 09:57:15,借记卡,哇鸥心意优享礼盒,2102,14,9338,0,9338,庞丽丽,陕西省汕尾市长寿兰州路U座 415748
81417556234194,已关闭,2021-01-23 04:49:21,2021-01-30 08:03:55,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,李磊,山东省莉县徐汇李街p座 706888
81417556230072,已关闭,2021-01-24 10:35:08,2021-01-29 19:29:08,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,林飞,宁夏回族自治区北京县华龙佛山路U座 218675
81417556239598,已关闭,2021-01-22 07:46:55,2021-01-30 18:41:21,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,王辉,宁夏回族自治区霞市城北成都街G座 459307
81417556233169,已关闭,2021-01-29 14:35:24,2021-02-01 01:12:33,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,李娜,甘肃省拉萨市平山合肥街r座 522867
81417556230229,已完成,2021-01-23 05:14:53,2021-02-01 01:46:23,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,崔丹丹,河北省雪市花溪南昌路K座 338179
81417556237600,已关闭,2021-01-22 02:32:59,2021-01-25 22:27:35,借记卡,哇鸥顺意优享礼盒,2110,3,3354,40,3314,林秀梅,香港特别行政区兴安盟市山亭施街t座 243996
81417556239583,已关闭,2021-01-31 04:19:16,2021-02-01 16:50:00,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,林楠,广东省婷市兴山深圳路t座 213903
81417556233026,已关闭,2021-01-22 22:46:35,2021-01-26 21:00:15,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,黄秀芳,安徽省浩市友好嘉禾街A座 457726
81417556235784,已完成,2021-01-30 22:39:13,2021-02-01 05:58:04,借记卡,哇鸥顺意优享礼盒,2110,8,8944,0,8944,陈洁,黑龙江省荣县花溪李街u座 433540
81417556233877,已完成,2021-01-26 18:45:43,2021-01-29 23:22:03,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,罗杨,澳门特别行政区玉珍县沙市卢街z座 286510
81417556234015,已关闭,2021-01-22 04:42:27,2021-01-29 06:13:32,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,王欢,天津市北京市高坪长沙街X座 206054
81417556239053,已关闭,2021-01-25 14:39:41,2021-02-01 20:55:52,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,黄海燕,澳门特别行政区哈尔滨市梁平农街M座 247578
81417556237272,已关闭,2021-01-27 12:00:17,2021-02-01 20:34:06,借记卡,哇鸥乐意优享礼盒,2101,5,2225,0,2225,董辉,吉林省淮安市东城张路Q座 646904
81417556236993,已关闭,2021-01-27 11:12:10,2021-02-01 16:37:13,借记卡,哇鸥心意优享礼盒,2102,5,3335,0,3335,符兵,山东省佛山县沈北新嘉禾路g座 629229
81417556237684,已完成,2021-01-30 23:36:21,2021-02-01 10:29:48,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,徐红梅,台湾省敏县萧山李路h座 758788
81417556236986,已完成,2021-01-22 12:14:43,2021-02-01 22:33:03,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,郑佳,香港特别行政区通辽县城东邓路j座 564882
81417556233584,已关闭,2021-01-26 06:55:39,2021-01-29 17:44:06,借记卡,哇鸥乐意优享礼盒,2101,5,2225,40,2185,金荣,陕西省贵阳县蓟州向街R座 807458
81417556237126,已完成,2021-01-21 22:53:12,2021-01-23 00:31:32,借记卡,哇鸥心意优享礼盒,2102,2,1334,30,1304,萧静,青海省合山县闵行辽阳路E座 241809
81417556238815,已关闭,2021-01-22 09:23:48,2021-01-26 17:32:45,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,张玲,湖北省马鞍山市牧野福州路o座 493331
81417556235169,已完成,2021-01-22 08:15:07,2021-01-28 06:08:50,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,林文,香港特别行政区磊市大东吴路v座 597510
81417556236613,已完成,2021-01-21 07:43:38,2021-01-30 02:27:23,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,韩兵,安徽省澳门市孝南南京路w座 749308
81417556230556,已完成,2021-01-23 03:37:57,2021-01-24 13:23:06,借记卡,哇鸥乐意优享礼盒,2101,2,890,40,850,孙丹,甘肃省瑞市牧野杨路y座 402371
81417556230265,已关闭,2021-01-23 10:38:08,2021-01-27 17:55:28,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,陈畅,河南省霞县新城魏街o座 771249
81417556230437,已关闭,2021-01-29 21:14:25,2021-01-30 14:13:26,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,孔荣,广西壮族自治区成都县海港乌鲁木齐街p座 434586
81417556239970,已关闭,2021-01-30 19:09:15,2021-02-01 14:58:03,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,何军,北京市敏市牧野徐路C座 100853
81417556236483,已关闭,2021-01-24 12:58:33,2021-01-25 14:32:07,借记卡,哇鸥乐意优享礼盒,2101,3,1335,30,1305,夏龙,河南省六安市锡山沈阳街f座 649469
81417556230859,已关闭,2021-01-23 11:10:56,2021-01-26 10:03:43,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,张桂荣,新疆维吾尔自治区柳州市沈北新宁德街R座 709979
81417556232031,已关闭,2021-01-26 21:50:09,2021-01-29 00:01:44,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,郝丽丽,北京市彬市静安天津路N座 568707
81417556231934,已完成,2021-01-25 23:07:02,2021-01-31 02:52:58,借记卡,哇鸥心意优享礼盒,2102,2,1334,30,1304,谢志强,北京市嘉禾县涪城符路t座 818360
81417556239002,已完成,2021-01-22 10:59:32,2021-01-30 14:54:10,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,刘丽娟,上海市志强市房山王路x座 569927
81417556234277,已完成,2021-01-24 08:16:00,2021-01-27 13:33:43,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,洪桂荣,陕西省永安市门头沟张路N座 444820
81417556234633,已关闭,2021-01-24 20:18:52,2021-01-27 16:00:38,借记卡,哇鸥乐意优享礼盒,2101,2,890,30,860,赵秀荣,宁夏回族自治区辛集市大东余街Q座 385557
81417556233952,已完成,2021-01-25 01:16:02,2021-01-31 23:11:18,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,李玉梅,福建省西安市梁平马街e座 658296
81417556239453,已关闭,2021-01-21 07:19:20,2021-01-30 16:55:53,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,傅雷,广西壮族自治区彬市沈河贾路D座 252724
